text	dimension	label_text	label	paradigmatic
Ich hätte jetzt jederzeit ans Meer fahren können, doch dazu kam es nicht mehr, denn ich hatte immer neue Versprechen einzulösen , die ich gegeben hatte, immer neue Aufgaben zu erfüllen , die ich übernommen hatte, mich immer neu zu bestätigen , da man nun einmal mich bestätigt hatte.	None	None	0	0
An manchen Abenden fuhr ich, wenn ich sehr müde war, bis zur Ausfallstraße, die ans Meer führt, holte aus meiner tiefen Müdigkeit und Ergebenheit das Bild des unbekannten  Meeres hervor und sank, halb schlafend, der Ferne entgegen und dem unendlichen Himmel, der mit dem Meer den Erdkreis schließt.	None	None	0	0
Sobald die Benommenheit wich, kehrte ich ernüchtert zurück und sagte mir, daß mir diese Reise noch immer bliebe und daß sie mir im Augenblick  nichts eintragen konnte, nichts, was ich nicht schon besäße.	None	None	0	0
Jahre kommen und vergehen, die Menschen kommen und gehen, und die Zeit und die Menschen wollen mir wohl, und ich habe meinen Platz unter der Sonne.	None	None	0	0
"
Hier werde ich manchmal um das Geheimnis des Erfolges befragt, und ich könnte euch sagen, daß es mir gelänge, bis ans Meer zu kommen und allen Straßen und allen Wassern  der Welt meinen Namen einzuschreiben, wenn mir die Hoffnung bliebe, daß ich am Ende der Tage heimkehren  könnte und die staunenden Hirten, die Hügel und Bäche  meiner Heimat den Besitz begriffen und würdigten, den ich erworben habe."	None	None	0	0
Aber die Währung zwischen hier und dort ist noch immer eine andere, und führe ich zurück, so käme ich nicht reicher heim, als ich fortzog, nur ein wenig  älter und müder, und ich hätte vielleicht nicht mehr das Herz, mich zu bescheiden.	None	None	0	0
Nun aber erreicht mich wieder eine vom Wind verstärkte Melodie, aus schrecklicher Nähe ein nicht zu überhörender Ruf, und mir ist, als käme er aus meinem Herzen, das über mir zusammenschlägt, als legten sich mir die herbstlichen Hügel an die zitternde Brust, und als zöge der makellose Himmel in mich ein, um mich zu töten.	None	None	0	0
Oder ist es der Ton einer Glocke, die ich trage, wenn meine Sehnsucht an die Büsche streift, um die roten, reifen Früchte des letzten Jahres zu ernten?	None	None	0	0
Oder rühren diese Klänge vom Dröhnen der im Abendglanz sprühenden Geleise, die mich an die Hütte am Bach tragen und von dort geradewegs auf den zerfließenden Sonnenball, der wie ein riesiger, versinkender  Bahnhof alle Wanderer in den Himmel heimholt?	None	None	0	0
krumme, schwarze, altmodische Kleiderhaken	Traditionell-Modern	traditionell	3	0
und hinter ihr, lang und schmal, wunderbar gemacht, eine Nachbildung des Parthenonfrieses in Gips, gelblich schimmernd, echt, antik	Traditionell-Modern	traditionell	3	0
die drei Büsten von Cäsar, Cicero, Marc Aurel, brav nebeneinander, wunderbar nachgemacht, ganz gelb und echt, antik	Traditionell-Modern	traditionell	3	1
das Bild von Togo, bunt und groß, flach wie ein alter Stich, ein prachtvoller Druck, und vorne, vor den Kolonialhäusern, vor den Negern und dem Soldaten, der da sinnlos mit seinem Gewehr herumstand, vor allem war das große, ganz naturgetreu abgebildete Bündel Bananen	Traditionell-Modern	traditionell	3	0
Der Zeichensaal roch nach Jod, Scheiße, Mull und Tabak, und es war laut	Harmonisch-Disharmonisch	disharmonisch	1	0
gute, alte, generationenlang bewährte Schulrequisiten	Traditionell-Modern	traditionell	3	0
und das konnte nur in einem humanistischen Gymnasium sein; ich glaube nicht, daß sie diese Kerle in den anderen Schulen auf den Fluren an die Wand stellen	Natürlich-Kulturell	kulturell	4	0
aber sie haben doch in allen Schulen klassizistische Stuckränder an den Decken in den Zeichensälen, wenigstens in den guten, alten humanistischen Gymnasien	Traditionell-Modern	traditionell	3	0
Mein Gott, wie beruhigend war die Artillerie, wie gemütlich: dunkel und rauh, ein sanftes, fast feines Orgeln	Harmonisch-Disharmonisch	harmonisch	7	0
wo ich acht Jahre lang Vasen gezeichnet und Schriftzeichen geübt hatte, schlanke, feine, wunderbar nachgemachte römische Glasvasen, die der Zeichenlehrer vorne auf einen Ständer setzte, und Schriften aller Art, Rundschrift, Antiqua. Römisch, Italienne	Natürlich-Kulturell	kulturell	4	1
schlanke, feine, wunderbar nachgemachte römische Glasvasen	Traditionell-Modern	traditionell	3	0
Mir kam das alles so kalt und gleichgültig vor, als hätten sie mich durch das Museum einer Totenstadt getragen, durch eine Welt, die mir ebenso gleichgültig wie fremd war, obwohl meine Augen sie erkannten	Harmonisch-Disharmonisch	disharmonisch	1	0
Wanderer, kommst du nach Spa …   Als der Wagen hielt, brummte der Motor noch eine Weile; draußen wurde irgendwo ein großes Tor aufgerissen.	None	None	0	0
Licht fiel durch das zertrümmerte Fenster in das Innere des Wagens, und ich sah jetzt, daß auch die Glühbirne oben an der Decke zerfetzt war; nur ihr Gewinde stak noch in der Schrauböffnung, ein paar flimmernde Drähtchen mit Glasresten.	None	None	0	0
Dann hörte der Motor auf zu brummen, und draußen schrie eine Stimme: »Die Toten hierhin, habt ihr Tote dabei?« – »Verflucht«, rief der Fahrer zurück, »verdunkelt ihr schon nicht mehr?«    »Da nützt kein Verdunkeln mehr, wenn die ganze Stadt wie eine Fackel brennt«, schrie die fremde Stimme.	None	None	0	0
»Ob ihr Tote habt, habe ich gefragt?«    »Weiß nicht.«    »Die Toten hierhin, hörst du?	None	None	0	0
Und die anderen die Treppe hinauf in den Zeichensaal, verstehst du?«    »Ja, ja.«    Aber ich war noch nicht tot, ich gehörte zu den anderen, und sie trugen mich die Treppe hinauf.	None	None	0	0
Erst ging es in einen langen, schwach beleuchteten Flur, dessen Wände mit grüner Ölfarbe gestrichen waren;	None	None	0	0
 waren in die Wände eingelassen, und da waren Türen mit Emailleschildchen: VI a und VI b, und zwischen diesen Türen hing, sanftglänzend unter Glas in einem schwarzen Rahmen, die Medea von Feuerbach und blickte in die Ferne; dann kamen Türen mit V a und V b, und dazwischen hing ein Bild des Dornausziehers, eine wunderbare rötlich schimmernde Fotografie in braunem Rahmen.	None	None	0	0
Auch die große Säule in der Mitte vor dem Treppenaufgang war da,	None	None	0	0
, und alles kam, wie es kommen mußte: der griechische Hoplit, bunt und gefährlich, wie ein Hahn sah er aus, gefiedert, und im Treppenhaus selbst, auf der Wand, die hier mit gelber Ölfarbe gestrichen war, da hingen sie alle der Reihe nach: vom Großen Kurfürsten bis Hitler …    Und dort, in dem schmalen kleinen Gang, wo ich endlich wieder für ein paar Schritte gerade auf meiner Bahre lag, da war das besonders schöne, besonders große, besonders bunte Bild des Alten Fritzen mit der himmelblauen Uniform, den strahlenden Augen und dem großen, golden glänzenden Stern auf der Brust.	None	None	0	0
Wieder lag ich dann schief auf der Bahre und wurde vorbeigetragen an den Rassegesichtern: da war der nordische Kapitän mit dem Adlerblick und dem dummen Mund, die westische Moselanerin, ein bißchen hager und scharf, der ostische Grinser mit der Zwiebelnase und das lange adamsapfelige Bergfilmprofil; und dann kam wieder ein Flur, wieder lag ich für ein paar Schritte gerade auf meiner Bahre, und bevor die Träger in die zweite Treppe hineinschwenkten, sah ich es noch eben: das Kriegerdenkmal mit dem großen, goldenen Eisernen Kreuz obendrauf und dem steinernen Lorbeerkranz.	None	None	0	0
Das ging alles sehr schnell: ich bin nicht schwer, und die Träger rasten.	None	None	0	0
Immerhin: alles konnte auch Täuschung sein; ich hatte hohes Fieber, hatte überall Schmerzen.	None	None	0	0
Im Kopf, in den Armen und Beinen, und mein Herz schlug wie verrückt; was sieht man nicht alles im Fieber!	None	None	0	0
Aber als wir an den Rassegesichtern vorbei waren, kam alles andere:	None	None	0	0
 und würdig standen sie an der Wand, und auch die Hermessäule kam, als wir um die Ecke schwenkten, und ganz hinten im Flur – der Flur war hier rosenrot gestrichen – ganz, ganz hinten im Flur hing die große Zeusfratze über dem Eingang zum Zeichensaal; doch die Zeusfratze war noch weit.	None	None	0	0
Rechts sah ich durch das Fenster den Feuerschein, der ganze Himmel war rot, und schwarze, dicke Wolken von Qualm zogen feierlich vorüber … Und wieder mußte ich links sehen, und wieder sah ich Schildchen über den Türen O I a und O I b, und zwischen den bräunlichen muffigen Türen sah ich nur Nietzsches Schnurrbart und seine Nasenspitze in einem goldenen Rahmen, denn sie hatten die andere Hälfte des Bildes mit einem Zettel überklebt, auf dem zu lesen war: »Leichte Chirurgie« …    »Wenn jetzt«, dachte ich flüchtig … »Wenn jetzt«, aber da war es schon:	None	None	0	0
: links ein Bündel, rechts ein Bündel, und auf der mittleren Banane im rechten Bündel, da war etwas hingekritzelt, ich sah es; ich selbst mußte es hingeschrieben haben …    Aber nun wurde die Tür zum Zeichensaal aufgerissen, und ich schwebte unter der Zeusbüste hinein und schloß die Augen.	None	None	0	0
Ich wollte nichts mehr sehen.	None	None	0	0
Sie setzten mich ab, und ich sagte zu den Trägern: »Steck mir 'ne Zigarette in den Mund, links oben in der Tasche.«    Ich spürte, wie einer mir an der Tasche herumfummelte, dann zischte ein Streichholz, und ich hatte die brennende Zigarette im Mund.	None	None	0	0
Ich zog daran.	None	None	0	0
»Danke«, sagte ich.	None	None	0	0
»Alles das«, dachte ich, »ist kein Beweis.	None	None	0	0
Letzten Endes gibt es in jedem Gymnasium einen Zeichensaal, Gänge, in denen krumme, alte Kleiderhaken in grün- und gelbgestrichene Wände eingelassen sind; letzten Endes ist es kein Beweis, daß ich in meiner Schule bin, wenn die Medea zwischen VI a und VI b hängt und Nietzsches Schnurrbart zwischen O I a und O I b. Gewiß gibt es eine Vorschrift, die besagt, daß er da hängen muß.	None	None	0	0
Hausordnung für humanistische Gymnasien in Preußen: Medea zwischen VI a und VI b, Dornauszieher dort, Cäsar, Marc Aurel und Cicero im Flur und Nietzsche oben, wo sie schon Philosophie lernen.	None	None	0	0
Parthenonfries, ein buntes Bild von Togo.	None	None	0	0
Dornauszieher und Parthenonfries sind schließlich	None	None	0	0
, und gewiß bin ich nicht der einzige, der den Einfall gehabt hat, auf eine Banane zu schreiben: Es lebe Togo.	None	None	0	0
Auch die Witze, die sie in den Schulen machen, sind immer dieselben.	None	None	0	0
Und außerdem besteht die Möglichkeit, daß ich Fieber habe, daß ich träume.«    Schmerzen hatte ich jetzt nicht mehr.	None	None	0	0
Im Auto war es noch schlimm gewesen; wenn sie durch die kleinen Schlaglöcher fuhren, schrie ich jedesmal; da waren die großen Trichter schon besser: das Auto hob und senkte sich wie ein Schiff in einem Wellental.	None	None	0	0
Aber jetzt schien die Spritze schon zu wirken, die sie mir irgendwo im Dunkeln in den Arm gehauen hatten: ich hatte gespürt, wie die Nadel sich durch die Haut bohrte und wie es unten am Bein ganz heiß wurde.	None	None	0	0
»Es kann ja nicht wahr sein«, dachte ich, »so viele Kilometer kann das Auto ja gar nicht gefahren sein: fast dreißig.	None	None	0	0
Und außerdem: du spürst nichts; kein Gefühl sagt es dir, nur die Augen; kein Gefühl sagt dir, daß du in deiner Schule bist, in deiner Schule, die du vor drei Monaten erst verlassen hast.	None	None	0	0
Acht Jahre sind keine Kleinigkeit, solltest du nach acht Jahren das alles nur mit den Augen erkennen?«    Hinter meinen geschlossenen Lidern sah ich alles noch einmal, wie ein Film lief es ab: unterer Flur, grün gestrichen, Treppe rauf, gelb gestrichen, Kriegerdenkmal, Flur, Treppe rauf, Cäsar, Cicero, Marc Aurel … Hermes, Nietzscheschnurrbart, Togo, Zeusfratze …    Ich spuckte meine Zigarette aus und schrie; es war immer gut, zu schreien; man mußte nur laut schreien; schreien war herrlich; ich schrie wie verrückt.	None	None	0	0
Als sich jemand über mich beugte, machte ich immer noch nicht die Augen auf; ich spürte einen fremden Atem, warm und widerlich roch er nach Tabak und Zwiebeln, und eine Stimme fragte ruhig: »Was ist denn?«    »Was zu trinken«, sagte ich, »und noch 'ne Zigarette, die Tasche oben.«    Wieder fummelte einer an meiner Tasche herum, wieder zischte ein Streichholz, und jemand steckte mir 'ne brennende Zigarette in den Mund.	None	None	0	0
»Wo sind wir?« fragte ich.	None	None	0	0
»In Bendorf.«    »Danke«, sagte ich und zog.	None	None	0	0
Immerhin schien ich wirklich in Bendorf zu sein, zu Hause also, und wenn ich nicht außergewöhnlich hohes Fieber hatte, stand wohl fest, daß ich in einem humanistischen Gymnasium war: eine Schule war es bestimmt.	None	None	0	0
Hatte die Stimme unten nicht geschrien: »Die anderen in den Zeichensaal!«?	None	None	0	0
Ich war ein anderer, ich lebte; die lebten, waren offenbar die anderen.	None	None	0	0
Der Zeichensaal war also da, und wenn ich richtig hörte, warum sollte ich nicht richtig sehen, und dann stimmte es wohl auch, daß ich Cäsar, Cicero und Marc Aurel erkannt hatte,	None	None	0	0
Endlich brachte er mir Wasser: wieder roch ich den Tabak- und Zwiebelatem aus seinem Gesicht, und ich machte, ohne es zu wollen, die Augen auf: da war ein müdes, altes, unrasiertes Gesicht über einer Feuerwehruniform, und eine alte Stimme sagte leise: »Trink, Kamerad!«    Ich trank; es war Wasser, aber Wasser ist herrlich; ich spürte den metallenen Geschmack des Kochgeschirrs auf meinen Lippen, und es war schön zu spüren, welch eine Menge Wasser noch nachdrängte, aber der Feuerwehrmann riß mir das Kochgeschirr von den Lippen und ging: ich schrie, aber er wandte sich nicht um, zuckte nur müde die Schultern und ging weiter; einer, der neben mir lag, sagte ruhig: »Hat gar keinen Zweck zu brüllen, sie haben nicht mehr Wasser; die Stadt brennt, du siehst es doch.« Ich sah es durch die Verdunkelung hindurch, es glühte und wummerte hinter den schwarzen Vorhängen, Rot hinter Schwarz, wie in einem Ofen, auf den man neue Kohlen geschüttet hat.	None	None	0	0
Ich sah es: ja, die Stadt brannte.	None	None	0	0
»Wie heißt die Stadt?« fragte ich den, der neben mir lag.	None	None	0	0
»Bendorf«, sagte er.	None	None	0	0
»Danke.«     Ich blickte ganz gerade vor mich hin auf die Fensterreihe und manchmal zur Decke.	None	None	0	0
Die Decke war noch tadellos, weiß und glatt, mit einem schmalen klassizistischen Stuckrand;	None	None	0	0
Das ist doch klar.	None	None	0	0
Ich mußte mir jetzt zugestehen, daß ich im Zeichensaal eines humanistischen Gymnasiums in Bendorf lag.	None	None	0	0
Bendorf hat drei humanistische Gymnasien: die Schule »Friedrich der Große«, die Albertus-Schule und – vielleicht brauche ich es nicht zu erwähnen – aber die letzte, die dritte war die Adolf-Hitler-Schule.	None	None	0	0
Hing nicht in der Schule »Friedrich der Große« das Bild des Alten Fritz besonders bunt, besonders schön, besonders groß im Treppenhaus?	None	None	0	0
Ich war auf dieser Schule gewesen, acht Jahre lang, aber warum konnte nicht in den anderen Schulen dieses Bild genauso an derselben Stelle hängen, so deutlich und auffallend, daß es den Blick fangen mußte, wenn man die erste Treppe hinaufstieg?	None	None	0	0
Draußen hörte ich jetzt die schwere Artillerie schießen.	None	None	0	0
Sonst war es fast ruhig; nur manchmal drang das Fressen der Flammen durch, und im Dunkeln stürzte irgendwo ein Giebel ein.	None	None	0	0
Die Artillerie schoß ruhig und regelmäßig, und ich dachte: Gute Artillerie!	None	None	0	0
Ich weiß, das ist gemein, aber ich dachte es.	None	None	0	0
Irgendwie vornehm.	None	None	0	0
Ich finde, die Artillerie hat etwas Vornehmes, auch wenn sie schießt.	None	None	0	0
Es hört sich so anständig an, richtig nach Krieg in den Bilderbüchern … Dann dachte ich daran, wieviel Namen wohl auf dem Kriegerdenkmal stehen würden, wenn sie es wieder einweihten, mit einem noch größeren goldenen Eisernen Kreuz darauf und einem noch größeren steinernen Lorbeerkranz, und plötzlich wußte ich es: wenn ich wirklich in meiner alten Schule war, würde mein Name auch darauf stehen, eingehauen in Stein, und im Schulkalender würde hinter meinem Namen stehen – »zog von der Schule ins Feld und fiel für …«    Aber ich wußte noch nicht, wofür und wußte noch nicht, ob ich in meiner alten Schule war.	None	None	0	0
Ich wollte es jetzt unbedingt herauskriegen.	None	None	0	0
Am Kriegerdenkmal war auch nichts Besonderes gewesen, nichts Auffallendes, es war wie überall, es war ein Konfektionskriegerdenkmal , ja, sie bekamen sie aus irgendeiner Zentrale …     Ich sah mir den Zeichensaal an, aber die Bilder hatten sie abgehängt, und was ist schon an ein paar Bänken zu sehen, die in einer Ecke gestapelt sind, und an den Fenstern, schmal und hoch, viele nebeneinander, damit viel Licht hereinfällt, wie es sich für einen Zeichensaal gehört?	None	None	0	0
Mein Herz sagte mir nichts.	None	None	0	0
Hätte es nicht etwas gesagt, wenn ich in dieser Bude gewesen wäre,	None	None	0	0
, die der Zeichenlehrer vorne auf einen Ständer setzte, und Schriften aller Art, Rundschrift, Antiqua.	None	None	0	0
Römisch, Italienne.	None	None	0	0
Ich hatte diese Stunden gehaßt wie nichts in der ganzen Schule, ich hatte die Langeweile gefressen stundenlang, und niemals hatte ich Vasen zeichnen können oder Schriftzeichen malen.	None	None	0	0
Aber wo waren meine Flüche, wo war mein Haß angesichts dieser dumpfgetönten, langweiligen Wände?	None	None	0	0
Nichts sprach in mir, und ich schüttelte stumm den Kopf.	None	None	0	0
Immer wieder hatte ich radiert, den Bleistift gespitzt, radiert … nichts …    Ich wußte nicht genau, wie ich verwundet war; ich wußte nur, daß ich meine Arme nicht bewegen konnte und das rechte Bein nicht, nur das linke ein bißchen; ich dachte, sie hätten mir die Arme an den Leib gewickelt, so fest, daß ich sie nicht bewegen konnte.	None	None	0	0
Ich spuckte die zweite Zigarette in den Gang zwischen den Strohsäcken und versuchte, meine Arme zu bewegen, aber es tat so weh, daß ich schreien mußte; ich schrie weiter; es war immer wieder schön, zu schreien; ich hatte auch Wut, weil ich die Arme nicht bewegen konnte.	None	None	0	0
Dann stand der Arzt vor mir; er hatte die Brille abgenommen und blinzelte mich an: er sagte nichts; hinter ihm stand der Feuerwehrmann, der mir das Wasser gegeben hatte.	None	None	0	0
Er flüsterte dem Arzt etwas ins Ohr, und der Arzt setzte die Brille auf: deutlich sah ich seine großen grauen Augen mit den leise zitternden Pupillen hinter den dicken Brillengläsern.	None	None	0	0
Er sah mich lange an, so lange, daß ich wegsehen mußte, und er sagte leise: »Augenblick, Sie sind gleich an der Reihe …«    Dann hoben sie den auf, der neben mir lag, und trugen ihn hinter die Tafel; ich blickte ihnen nach: sie hatten die Tafel auseinandergezogen und quer gestellt und die Lücke zwischen Wand und Tafel mit einem Bettuch zugehängt; dahinter brannte grelles Licht …    Nichts war zu hören, bis das Tuch wieder beiseite geschlagen und der, der neben mir gelegen hatte, hinausgetragen wurde; mit müden, gleichgültigen Gesichtern schleppten die Träger ihn zur Tür.	None	None	0	0
Ich schloß wieder die Augen und dachte, du mußt doch herauskriegen , was du für eine Verwundung hast und ob du in deiner alten Schule bist.	None	None	0	0
, nur meine Augen; es konnte doch nicht wahr sein, daß ich vor drei Monaten noch hier gesessen, Vasen gezeichnet und Schriften gemalt hatte, daß ich in den Pausen hinuntergegangen war mit meinem Marmeladenbutterbrot, vorbei an Nietzsche, Hermes, Togo, Cäsar, Cicero, Marc Aurel, ganz langsam bis in den Flur unten, wo die Medea hing, dann zum Hausmeister, zu Birgeler, um Milch zu trinken, Milch in diesem dämmerigen kleinen Stübchen, wo man es auch riskieren konnte, eine Zigarette zu rauchen, obwohl es verboten war.	None	None	0	0
Sicher trugen sie den, der neben mir gelegen hatte, unten hin, wo die Toten lagen, vielleicht lagen die Toten in Birgelers grauem kleinem Stübchen, wo es nach warmer Milch roch, nach Staub und Birgelers schlechtem Tabak …    Endlich kamen die Träger wieder herein, und jetzt hoben sie mich auf und trugen mich hinter die Tafel.	None	None	0	0
Ich schwebte wieder, jetzt an der Tür vorbei, und im Vorbeischweben sah ich, daß auch das stimmte: über der Tür hatte einmal ein Kreuz gehangen, als die Schule noch Thomas-Schule hieß, und damals hatten sie das Kreuz weggemacht, aber da blieb ein frischer dunkelgelber Fleck an der Wand, kreuzförmig, hart und klar, der fast noch deutlicher zu sehen war als das alte, schwache, kleine Kreuz selbst, das sie abgehängt hatten; sauber und schön blieb das Kreuzzeichen auf der verschossenen Tünche der Wand.	None	None	0	0
Damals hatten sie aus Wut die ganze Wand neu gepinselt, aber es hatte nichts genützt; der Anstreicher hatte den Ton nicht richtig getroffen: das Kreuz blieb da, bräunlich und deutlich, aber die ganze Wand war rosa.	None	None	0	0
Sie hatten geschimpft, aber es hatte nichts genützt: das Kreuz blieb da, braun und deutlich auf dem Rosa der Wand, und ich glaube, ihr Etat für Farbe war erschöpft und sie konnten nichts machen.	None	None	0	0
Das Kreuz war noch da, und wenn man genau hinsah, konnte man sogar noch eine deutliche Schrägspur über dem rechten Balken sehen, wo jahrelang der Buchsbaumzweig gehangen hatte, den der Hausmeister Birgeler dorthinter klemmte, als es noch erlaubt war, Kreuze in die Schulen zu hängen …    Das alles fiel mir in der kleinen Sekunde ein, als ich an der Tür vorbeigetragen wurde hinter die Tafel, wo das grelle Licht brannte.	None	None	0	0
Ich lag auf dem Operationstisch und sah mich selbst ganz deutlich, aber sehr klein, zusammengeschrumpft, oben in dem klaren Glas der Glühbirne, winzig und weiß, ein schmales, mullfarbenes Paketchen wie ein außergewöhnlich subtiler Embryo: das war also ich da oben.	None	None	0	0
Der Arzt drehte mir den Rücken zu und stand an einem Tisch, wo er in Instrumenten herumkramte; breit und alt stand der Feuerwehrmann vor der Tafel und lächelte mich an; er lächelte müde und traurig, und sein bärtiges, schmutziges Gesicht war wie das Gesicht eines Schlafenden; an seiner Schulter vorbei auf der schmierigen Rückseite der Tafel sah ich etwas, was mich zum ersten Male, seitdem ich in diesem Totenhaus war, mein Herz spüren machte: irgendwo in einer geheimen Kammer meines Herzens erschrak ich tief und schrecklich, und es fing heftig an zu schlagen: da war meine Handschrift an der Tafel.	None	None	0	0
Oben in der obersten Zeile.	None	None	0	0
Ich kenne meine Handschrift: es ist schlimmer, als wenn man sich im Spiegel sieht, viel deutlicher, und ich hatte keine Möglichkeit, die Identität meiner Handschrift zu bezweifeln.	None	None	0	0
Alles andere war kein Beweis gewesen, weder Medea noch Nietzsche, nicht das dinarische Bergfilmprofil noch die Banane aus Togo, und nicht einmal das Kreuzzeichen über der Tür: das alles war in allen Schulen dasselbe, aber ich glaube nicht, daß sie in  anderen Schulen mit meiner Handschrift an die Tafeln schreiben.	None	None	0	0
Da stand er noch, der Spruch, den wir damals hatten schreiben müssen, in diesem verzweifelten Leben, das erst drei Monate zurücklag: Wanderer, kommst du nach Spa …    Oh, ich weiß, die Tafel war zu kurz gewesen, und der Zeichenlehrer hatte geschimpft, daß ich nicht richtig eingeteilt hatte, die Schrift zu groß gewählt, und er selbst hatte es kopfschüttelnd in der gleichen Größe darunter geschrieben: Wanderer, kommst du nach Spa …     Siebenmal stand es da: in meiner Schrift, in Antiqua, Fraktur, Kursiv, Römisch, Italienne und Rundschrift; siebenmal deutlich und unerbittlich: Wanderer, kommst du nach Spa …    Der Feuerwehrmann war jetzt auf einen leisen Ruf des Arztes hin beiseite getreten, so sah ich den ganzen Spruch, der nur ein bißchen verstümmelt war, weil ich die Schrift zu groß gewählt hatte, der Punkte zu viele.	None	None	0	0
Ich zuckte hoch, als ich einen Stich in den linken Oberschenkel spürte, ich wollte mich aufstützen, aber ich konnte es nicht: ich blickte an mir herab, und nun sah ich es: sie hatten mich ausgewickelt, und ich hatte keine Arme mehr, auch kein rechtes Bein mehr, und ich fiel ganz plötzlich nach hinten, weil ich mich nicht aufstützen konnte; ich schrie; der Arzt und der Feuerwehrmann blickten mich entsetzt an, aber der Arzt zuckte nur die Schultern und drückte weiter auf den Kolben seiner Spritze, der langsam und ruhig nach unten sank; ich wollte wieder auf die Tafel blicken, aber der Feuerwehrmann stand nun ganz nah neben mir und verdeckte sie; er hielt mich an den Schultern fest, und ich roch nur noch den brandigen, schmutzigen Geruch seiner verschmierten Uniform, sah nur sein müdes, trauriges Gesicht, und nun erkannte ich ihn: es war Birgeler.	None	None	0	0
»Milch«, sagte ich leise …	None	None	0	0
Der eine steht auf den meisten Landkarten und klingt sehr anheimelnd auf -au aus, bei welcher Silbe sich der Deutsche in Versbindung mit Ortsbezeichnungen bekanntlich Wiese und Wald und sonst derlei Hübsches denkt	Harmonisch-Disharmonisch	harmonisch	7	1
und einem einsamen Vokal, der sich vergebens bemüht, gegen das feindliche Gezische und Gepruste der Majorität aufzukommen	Harmonisch-Disharmonisch	disharmonisch	1	0
dieses Konsonantengeprassel	Harmonisch-Disharmonisch	disharmonisch	1	0
Die Stadt heißt also tatsächlich so, wie sie von ihren Bewohnern geniest wird	Harmonisch-Disharmonisch	disharmonisch	1	0
jener andere Name hat nur noch eine melancholische historische Bedeutung: er erinnert an die Zeit, als man dort noch nicht allgemein den Sprechschnupfen hatte, sondern Deutsch redete	Harmonisch-Disharmonisch	harmonisch	7	0
Er hatte schwarz und weiß karierte Hosen, ein rotes Wollhemd und einen Smoking mit breitem, seidenem Aufschlag an und trug auf dem Kopfe einen viel zu kleinen, dafür aber durch Alter ehrwürdigen Chapeau claque	Natürlich-Kulturell	kulturell	4	0
lüftete er sehr höflich seinen Klappzylinder	Natürlich-Kulturell	kulturell	4	0
Die Weiber aber (die Damen inbegriffen) schüttelten sich vor Grausen über den preußischen Neger ostentativ und ergingen sich in den despektierlichsten Ausdrücken über sein Exterieur	Harmonisch-Disharmonisch	disharmonisch	1	0
daß das schwarze Scheusal dann vollkommen wie ein Affe aussehen werde	Natürlich-Kulturell	natürlich	6	0
dem Affen	Natürlich-Kulturell	natürlich	6	1
so pervers ist die weibliche Natur	Natürlich-Kulturell	natürlich	6	1
Er erzählte sowohl von Afrika, wo er ein Prinz gewesen	Natürlich-Kulturell	natürlich	6	0
wie von Berlin, wo er den Rang eines Gefreiten in der Armee eingenommen hatte	Natürlich-Kulturell	kulturell	4	0
das Brüllen von Elefanten	Natürlich-Kulturell	natürlich	6	0
das Kommandieren von Gardeleutnants	Natürlich-Kulturell	kulturell	4	0
Er tanzte Bauch	Natürlich-Kulturell	natürlich	6	0
und marschierte Stechschritt	Natürlich-Kulturell	kulturell	4	0
der trauten Negerhütte Kameruns	Natürlich-Kulturell	natürlich	6	0
den berliner Amorsälen	Natürlich-Kulturell	kulturell	4	0
das sei doch eigentlich keine Kunst, sondern zoologischer Garten	Natürlich-Kulturell	natürlich	6	0
Dieser Tanz war aber auch eine Sache Afrika, Leidenschaft, Äquator, Urwald, Brüllen vor Liebe rasender Löwen, Palmenrauschen, Zischen von Klapperschlangen aus dem Dickicht himmelhoher Agaven, Nachtigallengeschluchz und ein Duft giftiger, aber unsagbar schöner Blumen	Natürlich-Kulturell	natürlich	6	1
es sei schließlich immerhin ein Vorzug, in Europa geboren zu sein	Natürlich-Kulturell	kulturell	4	0
Das stärkere Geschlecht	Gesund-Krank	gesund	9	1
einer derart hypernervösen Empfindlichkeit	Gesund-Krank	krank	2	1
die freilich (o, unerforschlich sind die Wege der Vorsehung) dazu geführt hatte, daß durch Versehen eine neue Mischrasse entstanden war	Traditionell-Modern	neuartig	5	0
der Friede zwischen den Nationen	Harmonisch-Disharmonisch	harmonisch	7	0
Ihre Frauen haben sich versehen und aus Versehen die Ansätze zu einer neuen Rasse hervorgebracht	Traditionell-Modern	neuartig	5	0
Diese Rasse wird nicht anders können, als sich untereinander zu lieben	Harmonisch-Disharmonisch	harmonisch	7	0
und Deutsche und Tschechen liegen sich in den Haaren, als wenn niemals ein Wunder geschehen wäre	Harmonisch-Disharmonisch	disharmonisch	1	0
"Der Mohr

  Die Stadt, in der sich folgende Geschichte begeben hat, ist nach der Meinung der Offiziere des dort liegenden Bataillons mit der Wortverbindung Verfluchtes Nest vollkommen erschöpfend gekennzeichnet."	None	None	0	0
Trotzdem besitzt sie offiziell noch zwei Namen.	None	None	0	0
Der andere besteht aus fünf Konsonanten, von denen drei, wenn sie geschrieben werden, eine Art Haube aufhaben, ihre Nationaltracht sozusagen,	None	None	0	0
Es ist nur begreiflich, daß	None	None	0	0
 auf den meisten Landkarten nicht verzeichnet wird.	None	None	0	0
Dafür lebt es aber im Munde des Volkes, das jene Stadt und ihre Umgebung bewohnt.	None	None	0	0
, und	None	None	0	0
